patch_id,timestamp,temperature,rainfall,soil_moisture,vib_rms,porepressure,displacement,label_rockfall_within_month
250,2021-08-01,25.79,78.96,0.769,1.622,100.0,0.0,0
250,2021-09-01,29.29,68.2,0.658,1.13,100.0,3.51,0
250,2021-10-01,33.19,40.24,0.456,0.906,77.82,0.44,0
250,2021-11-01,27.14,29.75,0.355,0.89,63.51,3.62,0
250,2021-12-01,27.56,24.19,0.477,1.129,74.61,0.0,0
250,2022-01-01,34.45,26.43,0.372,0.508,68.95,0.0,0
250,2022-02-01,32.21,28.62,0.45,0.877,66.35,0.02,0
250,2022-03-01,29.16,24.08,0.4,0.856,65.46,0.0,0
250,2022-04-01,30.32,29.99,0.366,0.97,65.26,0.0,0
250,2022-05-01,30.95,17.21,0.252,0.423,60.68,0.6,0
250,2022-06-01,30.89,59.09,0.541,1.226,82.95,3.55,0
250,2022-07-01,29.82,51.18,0.593,1.334,92.02,0.0,0
250,2022-08-01,26.94,50.14,0.555,0.995,86.92,0.0,0
250,2022-09-01,30.48,47.32,0.498,0.828,81.85,2.32,0
250,2022-10-01,26.7,38.3,0.37,0.6,66.37,1.62,0
250,2022-11-01,33.39,48.08,0.509,1.188,81.77,0.45,0
250,2022-12-01,29.03,6.83,0.241,0.487,47.17,0.0,0
250,2023-01-01,27.53,25.37,0.443,0.298,82.39,0.49,0
250,2023-02-01,32.41,25.48,0.401,0.679,73.84,3.47,0
250,2023-03-01,30.2,7.36,0.286,0.562,62.73,1.85,0
250,2023-04-01,33.86,22.66,0.324,0.71,62.93,2.94,0
250,2023-05-01,25.61,25.76,0.362,0.5,67.36,0.0,0
250,2023-06-01,30.99,72.89,0.612,1.287,96.06,0.78,0
250,2023-07-01,34.98,51.25,0.508,1.165,85.72,2.94,0
250,2023-08-01,33.94,42.53,0.429,1.139,69.62,1.02,0
250,2023-09-01,33.46,72.02,0.558,1.058,80.71,1.97,0
250,2023-10-01,30.83,35.17,0.385,0.806,76.95,0.0,0
250,2023-11-01,27.4,46.06,0.474,0.801,79.49,0.0,0
250,2023-12-01,31.25,6.52,0.27,0.349,57.6,0.0,0
250,2024-01-01,27.04,23.21,0.318,0.849,59.1,1.14,0
250,2024-02-01,29.97,6.29,0.238,0.601,63.2,0.0,0
250,2024-03-01,26.39,14.61,0.28,0.434,56.97,0.0,0
250,2024-04-01,27.47,8.52,0.29,0.401,66.71,1.25,0
250,2024-05-01,26.92,16.12,0.254,0.861,54.56,0.0,0
250,2024-06-01,26.54,72.91,0.638,1.386,94.98,3.91,0
250,2024-07-01,29.9,71.21,0.637,1.022,93.91,1.79,0
250,2024-08-01,26.58,76.17,0.678,1.198,90.75,0.0,0
250,2024-09-01,26.54,55.79,0.571,0.871,88.36,0.0,0
250,2024-10-01,33.74,13.03,0.247,0.875,55.29,0.0,0
250,2024-11-01,26.28,25.77,0.385,0.429,63.99,1.93,0
250,2024-12-01,31.32,28.27,0.348,0.813,67.51,0.0,0
251,2020-01-01,30.77,23.27,0.34,0.603,61.28,0.0,0
251,2020-02-01,30.76,27.16,0.398,0.707,58.49,0.0,0
251,2020-03-01,27.21,24.2,0.277,0.733,52.85,0.0,0
251,2020-04-01,29.56,20.21,0.237,0.246,46.57,0.0,0
251,2020-05-01,25.17,12.33,0.203,0.249,44.12,2.02,0
251,2020-06-01,32.83,63.22,0.514,1.127,77.86,0.53,0
251,2020-07-01,34.47,47.46,0.466,0.721,66.24,0.0,0
251,2020-08-01,29.01,45.71,0.435,0.602,64.59,1.94,0
251,2020-09-01,25.59,69.16,0.651,1.2,90.79,2.15,0
251,2020-10-01,34.16,39.94,0.452,0.919,66.95,2.53,0
251,2020-11-01,28.4,30.69,0.328,0.513,54.11,1.84,0
251,2020-12-01,33.74,24.47,0.35,0.807,62.99,4.08,0
251,2021-01-01,28.17,19.45,0.307,0.414,51.93,2.21,0
251,2021-02-01,27.31,26.18,0.398,0.671,65.13,0.29,0
251,2021-03-01,30.07,8.87,0.225,0.632,43.23,0.0,0
251,2021-04-01,29.22,5.62,0.22,0.225,46.81,1.87,0
251,2021-05-01,25.93,22.56,0.34,0.702,55.49,0.63,0
251,2021-06-01,25.37,62.32,0.46,1.164,66.56,0.0,0
251,2021-07-01,28.86,79.98,0.664,1.375,92.86,1.05,0
251,2021-08-01,29.37,41.45,0.469,0.789,68.92,0.0,0
251,2021-09-01,29.98,79.94,0.655,1.217,84.58,3.39,0
251,2021-10-01,26.61,40.85,0.348,0.582,49.53,0.5,0
251,2021-11-01,27.78,22.91,0.303,0.881,51.83,0.0,0
251,2021-12-01,33.83,19.01,0.364,0.276,55.64,1.49,0
251,2022-01-01,32.94,23.66,0.36,1.009,51.3,0.0,0
251,2022-02-01,32.5,9.46,0.231,0.401,41.4,0.98,0
251,2022-03-01,28.2,7.98,0.335,0.242,58.73,0.0,0
251,2022-04-01,33.11,5.02,0.283,0.326,44.75,0.62,0
251,2022-05-01,25.23,23.84,0.425,0.48,64.33,0.09,0
251,2022-06-01,33.55,72.4,0.631,1.268,75.78,0.86,0
251,2022-07-01,26.04,64.18,0.634,1.25,87.35,2.56,0
251,2022-08-01,30.87,73.68,0.661,1.448,90.87,0.0,0
251,2022-09-01,29.8,46.83,0.516,1.031,77.94,1.46,0
251,2022-10-01,30.26,28.94,0.402,0.711,60.16,0.0,0
251,2022-11-01,28.52,42.68,0.388,1.001,61.71,0.0,0
251,2022-12-01,34.6,6.52,0.282,0.436,46.88,4.48,0
251,2023-01-01,32.0,29.43,0.336,0.613,52.19,0.0,0
251,2023-02-01,28.7,8.8,0.362,0.261,60.97,1.01,0
251,2023-03-01,25.98,22.99,0.298,0.375,51.47,0.0,0
251,2023-04-01,34.1,16.52,0.321,0.552,51.41,0.0,0
251,2023-05-01,25.67,20.92,0.317,0.566,45.08,0.0,0
251,2023-06-01,34.94,77.6,0.729,1.449,93.26,2.78,0
251,2023-07-01,34.95,44.77,0.547,0.867,76.86,1.92,0
251,2023-08-01,29.8,68.16,0.582,1.161,82.62,0.13,0
251,2023-09-01,30.69,44.08,0.44,0.653,60.82,0.0,0
251,2023-10-01,33.67,13.67,0.2,0.335,47.32,1.12,0
251,2023-11-01,33.71,30.46,0.348,0.668,50.47,0.66,0
251,2023-12-01,34.98,16.35,0.283,0.427,53.6,1.86,0
251,2024-01-01,33.78,16.4,0.277,0.365,51.72,2.16,0
251,2024-02-01,34.02,15.44,0.246,0.217,49.38,0.0,0
251,2024-03-01,29.22,27.85,0.421,0.622,64.61,0.29,0
251,2024-04-01,27.47,15.07,0.372,0.524,65.52,0.0,0
251,2024-05-01,32.08,25.59,0.38,0.62,57.4,0.0,0
251,2024-06-01,32.66,75.21,0.677,1.024,99.11,0.0,0
251,2024-07-01,31.16,54.71,0.527,1.295,77.8,1.83,0
251,2024-08-01,34.69,77.77,0.679,1.29,90.27,4.54,0
251,2024-09-01,31.0,71.14,0.618,1.199,83.33,0.0,0
251,2024-10-01,28.05,13.15,0.232,0.57,44.75,0.94,0
251,2024-11-01,31.83,11.34,0.297,1.101,44.85,1.37,0
251,2024-12-01,26.14,28.78,0.37,0.851,66.79,0.0,0
252,2020-01-01,28.48,11.11,0.32,0.282,43.69,0.0,0
252,2020-02-01,28.03,27.31,0.374,0.505,49.58,0.0,0
252,2020-03-01,25.2,11.39,0.259,0.241,34.06,0.0,0
252,2020-04-01,27.41,18.48,0.228,0.781,34.11,0.0,0
252,2020-05-01,29.17,27.24,0.327,0.785,34.6,1.66,0
252,2020-06-01,29.28,42.75,0.455,0.362,53.75,0.27,0
252,2020-07-01,30.91,53.74,0.469,0.936,56.45,0.0,0
252,2020-08-01,29.68,42.64,0.472,0.527,54.29,0.0,0
252,2020-09-01,27.67,69.99,0.624,1.178,76.82,1.75,0
252,2020-10-01,29.87,23.71,0.355,0.757,61.12,0.7,0
252,2020-11-01,27.71,49.4,0.411,0.629,42.83,0.0,0
252,2020-12-01,34.9,29.47,0.387,0.664,57.98,0.0,0
252,2021-01-01,29.84,18.93,0.31,0.199,45.38,0.0,0
252,2021-02-01,26.98,27.16,0.339,0.375,47.15,0.0,0
252,2021-03-01,26.03,28.39,0.457,0.594,56.97,0.0,0
252,2021-04-01,30.4,8.28,0.228,0.205,44.93,0.0,0
252,2021-05-01,30.97,23.54,0.398,0.249,65.9,0.31,0
252,2021-06-01,27.1,54.69,0.535,0.869,67.02,0.0,0
252,2021-07-01,31.23,62.4,0.628,0.915,65.73,2.49,0
252,2021-08-01,27.44,72.38,0.718,0.997,87.47,0.0,0
252,2021-09-01,34.61,49.9,0.487,0.959,64.33,0.0,0
252,2021-10-01,33.25,43.32,0.404,0.416,58.89,0.0,0
252,2021-11-01,26.5,49.84,0.602,0.484,67.2,1.08,0
252,2021-12-01,28.8,20.78,0.346,0.78,38.51,0.0,0
252,2022-01-01,26.41,18.36,0.278,0.534,46.83,0.0,0
252,2022-02-01,27.25,5.4,0.307,0.776,37.94,1.18,0
252,2022-03-01,29.75,20.62,0.313,0.657,32.8,3.16,0
252,2022-04-01,26.15,28.1,0.45,0.325,66.27,0.0,0
252,2022-05-01,32.39,20.48,0.367,0.109,45.26,0.0,0
252,2022-06-01,27.06,76.9,0.629,1.259,76.17,3.09,0
252,2022-07-01,27.18,40.65,0.377,0.116,50.0,1.16,0
252,2022-08-01,31.03,79.99,0.656,0.803,72.17,0.39,0
252,2022-09-01,29.6,44.46,0.464,0.203,59.87,0.0,0
252,2022-10-01,31.78,42.82,0.462,0.705,57.66,0.0,0
252,2022-11-01,25.84,27.38,0.386,0.583,50.41,0.45,0
252,2022-12-01,28.05,27.32,0.332,0.532,41.28,4.09,0
252,2023-01-01,31.51,15.77,0.2,0.206,33.61,0.0,0
252,2023-02-01,30.22,9.58,0.33,0.0,38.06,0.0,0
252,2023-03-01,34.46,9.9,0.304,0.51,39.11,0.0,0
252,2023-04-01,25.81,13.74,0.322,0.469,42.23,0.1,0
252,2023-05-01,31.84,21.68,0.331,0.448,45.67,0.02,0
252,2023-06-01,27.95,41.94,0.445,0.911,50.26,1.41,0
252,2023-07-01,26.54,70.79,0.621,1.346,73.02,0.0,0
252,2023-08-01,27.66,68.54,0.565,1.108,70.79,0.0,0
252,2023-09-01,30.11,72.07,0.581,1.217,60.99,0.0,0
252,2023-10-01,30.67,14.2,0.329,0.59,42.75,0.0,0
252,2023-11-01,30.06,19.19,0.303,0.508,44.35,0.0,0
252,2023-12-01,28.65,6.31,0.2,0.561,32.59,0.0,0
252,2024-01-01,30.95,26.07,0.367,0.829,43.94,0.0,0
252,2024-02-01,33.61,13.06,0.217,0.0,26.99,3.78,0
252,2024-03-01,30.63,17.15,0.32,0.533,49.08,4.81,0
252,2024-04-01,26.75,14.29,0.243,0.29,31.14,0.0,0
252,2024-05-01,29.19,28.33,0.353,1.076,36.13,0.29,0
252,2024-06-01,29.43,76.33,0.616,1.238,73.0,0.15,0
252,2024-07-01,32.83,67.68,0.544,1.226,62.4,0.0,0
252,2024-08-01,25.78,47.42,0.458,0.375,64.35,0.0,0
252,2024-09-01,26.39,59.67,0.572,1.079,74.52,0.0,0
252,2024-10-01,30.8,49.71,0.467,0.87,57.41,0.0,0
252,2024-11-01,32.64,20.39,0.294,0.451,31.63,0.96,0
252,2024-12-01,29.47,28.62,0.45,1.022,53.39,1.67,0
253,2020-01-01,25.12,18.95,0.401,0.85,59.93,0.0,0
253,2020-02-01,34.23,18.15,0.33,0.307,42.41,0.0,0
253,2020-03-01,27.24,25.1,0.398,0.426,56.8,0.49,0
253,2020-04-01,34.48,10.01,0.2,0.283,31.26,3.04,0
253,2020-05-01,28.34,14.69,0.309,0.213,41.54,0.13,0
253,2020-06-01,25.5,69.58,0.6,1.072,65.6,1.74,0
253,2020-07-01,33.27,64.8,0.407,1.112,54.56,0.76,0
253,2020-08-01,29.31,71.85,0.528,1.462,67.05,0.0,0
253,2020-09-01,31.83,52.77,0.479,0.911,65.54,0.0,0
253,2020-10-01,32.15,14.91,0.324,0.531,45.0,0.0,0
253,2020-11-01,26.26,11.03,0.263,0.082,40.18,0.15,0
253,2020-12-01,28.4,12.06,0.296,0.466,43.21,0.0,0
253,2021-01-01,31.02,10.46,0.235,0.318,39.08,0.0,0
253,2021-02-01,28.42,18.13,0.355,0.745,57.34,1.3,0
253,2021-03-01,31.81,12.69,0.27,0.26,31.65,0.0,0
253,2021-04-01,29.73,10.2,0.269,0.204,40.84,0.0,0
253,2021-05-01,34.8,10.08,0.236,0.313,34.73,0.0,0
253,2021-06-01,26.23,63.66,0.667,1.082,73.26,1.39,0
253,2021-07-01,26.99,73.59,0.596,0.791,72.73,0.04,0
253,2021-08-01,25.94,49.84,0.568,1.161,77.08,0.0,0
253,2021-09-01,30.88,61.69,0.588,1.088,76.17,0.28,0
253,2021-10-01,26.61,38.1,0.509,0.0,65.22,0.29,0
253,2021-11-01,28.21,25.96,0.39,0.346,51.84,1.21,0
253,2021-12-01,34.99,9.99,0.212,0.013,40.68,0.91,0
253,2022-01-01,33.87,28.77,0.331,0.888,47.03,0.0,0
253,2022-02-01,28.65,20.7,0.277,0.326,39.53,0.0,0
253,2022-03-01,28.98,8.7,0.2,0.346,32.11,0.0,0
253,2022-04-01,32.8,27.0,0.365,0.733,48.95,0.0,0
253,2022-05-01,33.1,5.29,0.322,0.0,44.2,0.0,0
253,2022-06-01,30.12,68.06,0.653,1.068,69.07,0.0,0
253,2022-07-01,32.93,47.79,0.46,0.642,57.29,1.11,0
253,2022-08-01,29.94,62.79,0.551,0.959,66.65,2.2,0
253,2022-09-01,33.45,73.08,0.631,1.438,68.35,0.22,0
253,2022-10-01,28.36,11.72,0.27,0.703,40.9,2.97,0
253,2022-11-01,28.38,44.37,0.4,1.217,51.1,1.44,0
253,2022-12-01,30.67,8.9,0.2,0.81,33.2,2.74,0
253,2023-01-01,31.0,10.33,0.209,0.621,30.38,1.72,0
253,2023-02-01,31.15,10.03,0.331,0.438,48.88,3.87,0
253,2023-03-01,33.51,25.52,0.458,0.426,56.47,3.3,0
253,2023-04-01,25.13,22.14,0.476,0.508,50.42,0.92,0
253,2023-05-01,27.11,16.82,0.255,0.686,37.01,0.68,0
253,2023-06-01,29.09,56.41,0.493,0.644,52.62,0.0,0
253,2023-07-01,27.55,75.21,0.631,1.318,74.06,3.65,0
253,2023-08-01,29.66,56.52,0.611,0.938,76.05,3.24,0
253,2023-09-01,25.56,61.18,0.652,1.222,76.15,0.0,0
253,2023-10-01,27.76,25.83,0.319,0.889,47.61,0.0,0
253,2023-11-01,31.25,38.61,0.49,0.48,58.23,0.0,0
253,2023-12-01,32.39,12.89,0.332,0.238,51.4,2.18,0
253,2024-01-01,29.54,21.12,0.324,0.607,48.82,0.27,0
253,2024-02-01,30.26,21.23,0.296,0.215,34.1,0.17,0
253,2024-03-01,33.0,12.43,0.272,0.519,43.69,0.19,0
253,2024-04-01,25.77,12.54,0.35,0.206,51.5,1.25,0
253,2024-05-01,31.18,21.4,0.28,0.232,31.37,0.0,0
253,2024-06-01,33.79,64.81,0.583,0.998,72.82,0.61,0
253,2024-07-01,27.75,49.74,0.442,1.178,65.64,1.3,0
253,2024-08-01,29.69,64.62,0.594,0.725,69.65,2.57,0
253,2024-09-01,31.37,49.36,0.477,0.851,62.26,0.89,0
253,2024-10-01,26.06,19.54,0.282,0.163,47.42,0.0,0
253,2024-11-01,32.13,35.11,0.391,0.576,48.6,0.0,0
253,2024-12-01,27.05,9.1,0.223,0.222,38.91,0.0,0
254,2020-01-01,29.68,24.05,0.366,0.489,42.28,3.07,0
254,2020-02-01,31.15,25.79,0.343,0.424,49.44,2.12,0
254,2020-03-01,33.81,5.23,0.243,0.054,27.05,0.0,0
254,2020-04-01,29.59,25.91,0.309,0.752,44.78,2.3,0
254,2020-05-01,31.7,6.42,0.2,0.229,32.99,0.0,0
254,2020-06-01,29.73,59.02,0.58,1.169,73.49,0.0,0
254,2020-07-01,27.7,41.33,0.444,1.052,52.05,0.0,0
254,2020-08-01,27.69,73.18,0.613,0.766,84.31,0.0,0
254,2020-09-01,31.4,71.58,0.644,0.911,74.7,0.0,0
254,2020-10-01,27.92,13.3,0.22,0.39,42.65,0.0,0
254,2020-11-01,32.88,32.97,0.383,0.455,54.53,0.0,0
254,2020-12-01,27.91,18.3,0.394,0.254,53.89,0.13,0
254,2021-01-01,29.34,29.7,0.44,0.123,54.7,0.0,0
254,2021-02-01,25.96,27.67,0.29,0.619,40.24,0.0,0
254,2021-03-01,29.53,26.25,0.347,0.751,44.55,0.0,0
254,2021-04-01,30.36,12.44,0.266,0.579,38.8,3.97,0
254,2021-05-01,31.85,14.54,0.248,0.589,34.41,4.86,0
254,2021-06-01,34.69,48.26,0.552,0.992,69.95,6.07,0
254,2021-07-01,29.43,61.68,0.534,0.768,68.13,4.73,0
254,2021-08-01,28.12,55.69,0.48,0.996,57.76,0.79,0
254,2021-09-01,25.94,69.44,0.523,0.819,68.83,2.37,0
254,2021-10-01,29.54,38.27,0.422,0.65,61.13,0.0,0
254,2021-11-01,33.07,49.29,0.482,1.007,67.81,0.1,0
254,2021-12-01,34.55,13.54,0.227,0.271,37.61,1.12,0
254,2022-01-01,27.33,20.31,0.409,0.206,52.29,1.72,0
254,2022-02-01,27.88,24.51,0.302,0.211,40.31,0.0,0
254,2022-03-01,29.55,13.5,0.269,0.162,36.48,0.0,0
254,2022-04-01,25.78,23.03,0.278,0.229,37.27,0.0,0
254,2022-05-01,29.83,9.01,0.203,0.353,30.63,0.36,0
254,2022-06-01,25.74,70.22,0.673,1.099,88.61,3.58,0
254,2022-07-01,25.22,74.43,0.676,1.341,80.98,0.0,0
254,2022-08-01,29.32,76.99,0.655,1.37,82.38,0.0,0
254,2022-09-01,25.51,48.93,0.512,0.509,57.84,0.0,0
254,2022-10-01,28.4,26.06,0.36,0.515,50.17,0.0,0
254,2022-11-01,33.84,25.99,0.359,0.683,44.62,0.0,0
254,2022-12-01,31.65,11.47,0.281,0.444,34.41,1.37,0
254,2023-01-01,29.01,28.12,0.448,0.369,56.36,1.91,0
254,2023-02-01,29.4,15.52,0.319,0.0,46.88,3.2,0
254,2023-03-01,26.6,29.83,0.346,0.867,47.54,1.42,0
254,2023-04-01,34.51,28.9,0.448,0.523,61.92,0.0,0
254,2023-05-01,25.41,12.27,0.221,0.325,40.53,0.0,0
254,2023-06-01,30.89,44.86,0.51,0.687,66.92,0.0,0
254,2023-07-01,30.24,70.37,0.69,1.253,76.67,1.23,0
254,2023-08-01,32.87,74.46,0.613,0.895,77.22,0.0,0
254,2023-09-01,30.43,61.1,0.548,1.173,60.21,0.0,0
254,2023-10-01,25.9,33.25,0.437,0.494,53.27,0.0,0
254,2023-11-01,30.97,45.37,0.454,0.83,57.44,2.86,0
254,2023-12-01,33.93,19.98,0.319,0.723,56.25,2.02,0
254,2024-01-01,27.04,29.97,0.398,0.455,46.94,0.0,0
254,2024-02-01,29.89,11.68,0.294,0.302,39.71,2.3,0
254,2024-03-01,26.62,27.67,0.359,0.928,51.43,0.0,0
254,2024-04-01,28.89,29.62,0.403,0.356,48.74,0.0,0
254,2024-05-01,26.02,6.07,0.329,0.004,49.13,0.0,0
254,2024-06-01,25.84,78.67,0.629,1.263,63.65,0.0,0
254,2024-07-01,30.05,50.8,0.456,0.806,60.5,0.0,0
254,2024-08-01,26.4,58.12,0.487,1.218,58.43,0.0,0
254,2024-09-01,33.26,60.57,0.494,0.473,65.1,0.32,0
254,2024-10-01,33.84,20.05,0.302,0.705,45.11,1.6,0
254,2024-11-01,32.33,25.04,0.299,0.156,37.67,0.0,0
254,2024-12-01,33.26,13.99,0.298,0.599,32.78,1.91,0
255,2020-01-01,28.25,27.96,0.31,0.588,36.8,0.82,0
255,2020-02-01,27.92,15.29,0.319,0.41,41.96,0.0,0
255,2020-03-01,32.49,16.09,0.413,0.587,47.35,0.0,0
255,2020-04-01,31.47,17.0,0.222,0.471,34.75,0.93,0
255,2020-05-01,31.61,17.43,0.3,0.224,39.69,0.01,0
255,2020-06-01,28.4,52.75,0.559,0.967,62.14,4.1,0
255,2020-07-01,29.69,78.92,0.624,1.425,72.16,0.0,0
255,2020-08-01,32.35,58.98,0.552,0.833,56.22,1.26,0
255,2020-09-01,25.23,78.05,0.694,1.207,78.65,0.0,0
255,2020-10-01,25.94,26.69,0.386,0.664,43.55,2.67,0
255,2020-11-01,26.72,49.82,0.472,1.062,56.39,2.94,0
255,2020-12-01,26.31,17.18,0.263,0.271,35.33,0.0,0
255,2021-01-01,27.91,22.3,0.286,0.56,33.31,3.95,0
255,2021-02-01,32.38,20.77,0.388,0.334,46.8,0.0,0
255,2021-03-01,27.41,14.47,0.296,0.796,42.22,2.96,0
255,2021-04-01,31.96,23.73,0.31,0.553,49.95,0.0,0
255,2021-05-01,31.21,24.1,0.427,0.603,45.24,0.0,0
255,2021-06-01,34.57,56.54,0.513,0.895,58.79,0.81,0
255,2021-07-01,34.42,68.54,0.576,1.002,68.49,0.0,0
255,2021-08-01,33.8,63.01,0.576,1.011,72.38,0.1,0
255,2021-09-01,34.66,73.39,0.614,1.382,76.4,0.0,0
255,2021-10-01,26.14,25.79,0.348,0.475,51.76,1.26,0
255,2021-11-01,30.88,24.9,0.444,0.75,63.95,1.7,0
255,2021-12-01,26.64,9.47,0.2,0.207,32.37,0.0,0
255,2022-01-01,27.32,23.91,0.318,0.806,42.69,0.93,0
255,2022-02-01,34.09,9.54,0.321,0.555,45.23,0.83,0
255,2022-03-01,26.37,28.53,0.377,0.297,43.68,2.3,0
255,2022-04-01,26.82,27.27,0.372,0.796,49.61,0.0,0
255,2022-05-01,28.2,19.48,0.289,0.332,36.13,0.0,0
255,2022-06-01,31.03,43.42,0.43,0.821,58.63,2.27,0
255,2022-07-01,25.41,57.09,0.496,0.944,73.87,0.0,0
255,2022-08-01,27.64,44.28,0.5,0.919,70.01,0.69,0
255,2022-09-01,27.89,43.1,0.476,0.312,69.8,0.0,0
255,2022-10-01,28.73,23.09,0.278,0.576,35.99,0.0,0
255,2022-11-01,34.65,46.98,0.479,1.076,57.04,1.93,0
255,2022-12-01,31.35,20.76,0.369,0.504,43.71,0.07,0
255,2023-01-01,32.44,11.36,0.294,0.829,40.44,0.34,0
255,2023-02-01,31.33,21.8,0.347,0.866,57.21,3.82,0
255,2023-03-01,33.81,29.94,0.376,0.682,39.68,0.0,0
255,2023-04-01,32.27,8.22,0.273,0.401,46.24,0.0,0
255,2023-05-01,27.84,11.67,0.338,0.305,44.68,0.0,0
255,2023-06-01,31.15,51.34,0.517,0.763,55.12,0.0,0
255,2023-07-01,27.02,73.67,0.617,1.027,78.19,0.0,0
255,2023-08-01,26.1,78.89,0.696,1.234,81.74,1.44,0
255,2023-09-01,26.23,63.29,0.577,0.986,61.51,0.0,0
255,2023-10-01,33.13,18.19,0.306,0.432,40.31,0.0,0
255,2023-11-01,31.01,13.95,0.267,0.366,35.78,0.0,0
255,2023-12-01,34.46,7.15,0.232,0.27,36.34,1.27,0
255,2024-01-01,27.47,27.98,0.348,0.56,43.36,0.05,0
255,2024-02-01,32.9,10.88,0.292,0.658,44.94,0.0,0
255,2024-03-01,25.46,28.61,0.393,0.664,44.99,0.0,0
255,2024-04-01,32.32,13.15,0.37,0.746,43.34,1.87,0
255,2024-05-01,26.92,7.91,0.292,0.385,42.5,0.0,0
255,2024-06-01,27.2,66.67,0.656,0.861,74.72,0.0,0
255,2024-07-01,32.13,63.16,0.511,1.201,56.63,0.0,0
255,2024-08-01,32.43,79.98,0.691,1.066,81.99,1.79,0
255,2024-09-01,26.01,41.72,0.47,0.696,51.59,0.04,0
255,2024-10-01,25.3,31.78,0.492,0.404,60.1,0.99,0
255,2024-11-01,25.71,44.04,0.534,0.598,66.52,0.0,0
255,2024-12-01,32.55,9.14,0.273,0.267,38.0,1.05,0
256,2020-01-01,30.79,26.5,0.326,0.163,38.62,1.95,0
256,2020-02-01,32.46,28.09,0.331,0.654,44.88,1.09,0
256,2020-03-01,27.76,11.87,0.241,0.044,35.44,0.0,0
256,2020-04-01,32.67,23.69,0.379,0.58,48.11,2.12,0
256,2020-05-01,27.95,28.6,0.328,0.809,39.67,0.0,0
256,2020-06-01,31.7,64.7,0.592,1.022,70.66,0.0,0
256,2020-07-01,32.72,49.01,0.446,0.642,52.91,0.0,0
256,2020-08-01,32.51,64.0,0.565,1.09,66.91,0.0,0
256,2020-09-01,27.48,71.64,0.555,0.826,66.32,0.84,0
256,2020-10-01,30.09,27.31,0.297,0.603,40.32,1.09,0
256,2020-11-01,31.31,42.27,0.393,0.686,54.34,1.56,0
256,2020-12-01,32.53,19.12,0.323,0.32,44.14,0.81,0
256,2021-01-01,30.82,21.5,0.29,0.394,50.35,1.37,0
256,2021-02-01,29.14,9.48,0.263,0.199,35.47,0.0,0
256,2021-03-01,25.38,17.36,0.361,0.361,49.5,0.0,0
256,2021-04-01,32.88,10.72,0.22,0.419,23.24,0.0,0
256,2021-05-01,30.01,13.61,0.288,0.407,38.81,0.46,0
256,2021-06-01,33.59,50.04,0.434,0.774,62.64,0.48,0
256,2021-07-01,27.38,64.23,0.602,1.25,71.97,2.11,0
256,2021-08-01,27.43,55.62,0.591,0.761,76.31,1.06,0
256,2021-09-01,27.85,60.18,0.555,1.105,70.37,0.0,0
256,2021-10-01,25.51,47.63,0.509,1.004,62.91,1.62,0
256,2021-11-01,31.17,19.79,0.264,0.313,45.66,0.0,0
256,2021-12-01,27.06,10.01,0.278,0.222,44.47,1.41,0
256,2022-01-01,27.72,29.46,0.343,0.611,46.45,0.96,0
256,2022-02-01,34.67,24.14,0.289,0.094,42.18,1.28,0
256,2022-03-01,31.16,17.86,0.252,0.719,37.65,5.23,0
256,2022-04-01,27.8,12.07,0.229,0.492,30.33,0.0,0
256,2022-05-01,30.04,23.81,0.378,0.297,50.3,0.71,0
256,2022-06-01,30.77,61.96,0.638,1.147,86.59,0.0,0
256,2022-07-01,33.82,69.41,0.687,1.162,79.74,0.0,0
256,2022-08-01,31.02,60.22,0.615,1.366,77.94,0.0,0
256,2022-09-01,25.64,50.43,0.578,0.632,66.83,0.0,0
256,2022-10-01,29.18,24.95,0.221,0.608,43.91,3.19,0
256,2022-11-01,26.21,44.85,0.396,0.621,53.32,0.0,0
256,2022-12-01,33.93,18.97,0.337,0.484,48.03,1.87,0
256,2023-01-01,27.87,24.33,0.406,0.627,57.46,0.71,0
256,2023-02-01,25.08,25.13,0.37,0.672,43.75,0.0,0
256,2023-03-01,32.37,23.95,0.336,0.3,50.29,0.0,0
256,2023-04-01,30.53,13.22,0.233,0.475,33.26,0.0,0
256,2023-05-01,26.11,9.39,0.2,0.233,34.85,0.0,0
256,2023-06-01,30.9,40.56,0.363,0.647,47.43,0.59,0
256,2023-07-01,29.28,68.67,0.608,1.238,65.79,0.0,0
256,2023-08-01,28.42,49.65,0.446,0.768,49.69,0.0,0
256,2023-09-01,32.44,56.16,0.525,0.489,64.76,3.93,0
256,2023-10-01,27.8,15.42,0.289,0.145,45.16,3.86,0
256,2023-11-01,32.77,12.86,0.299,0.537,46.9,0.0,0
256,2023-12-01,28.4,9.83,0.254,0.0,38.1,0.0,0
256,2024-01-01,32.01,5.91,0.22,0.481,37.16,1.93,0
256,2024-02-01,33.55,15.33,0.31,0.621,51.27,1.99,0
256,2024-03-01,30.54,9.5,0.337,0.028,47.81,0.03,0
256,2024-04-01,29.09,13.99,0.21,0.196,39.58,0.0,0
256,2024-05-01,33.33,10.71,0.2,0.402,29.8,0.0,0
256,2024-06-01,30.97,62.26,0.651,1.113,78.24,1.04,0
256,2024-07-01,27.03,48.12,0.427,0.484,49.95,0.72,0
256,2024-08-01,25.4,68.47,0.651,1.214,81.67,2.67,0
256,2024-09-01,29.81,66.62,0.712,1.16,75.1,0.04,0
